strawberry	arugula	rhubarb	beet	banana	cranberry	elderberry	raisin	watermelon	tomato	chestnut	pea	currant	nectarine	cabbage	okra	lettuce	pineapple	ginger	mulberry	artichoke	fig	kiwi	quince	asparagus	olive	kohlrabi	chickpea	potato	fennel	thyme	plantain	type
520	20	58	0	37	105	4	86	19	23	2	76	78	63	0	1	27	209	110	195	210	70	157	0	181	1	0	15	1	53	33	290	9
63	104	52	0	181	60	0	1	108	75	3	113	24	21	1	0	73	0	43	5	52	16	111	0	180	17	0	31	3	44	246	1	8
211	158	176	0	81	107	1	1	27	166	0	88	254	182	3	2	69	1	72	1	78	42	111	3	170	182	0	228	7	50	108	0	8
0	208	20	2	180	133	0	109	125	51	0	22	179	60	334	1	60	438	130	50	0	145	1	23	0	39	150	56	0	23	34	98	3
137	70	56	1	0	25	2	115	65	103	4	68	72	95	238	82	213	188	169	47	26	11	73	267	103	90	193	88	0	81	202	70	11
116	56	19	78	5	166	194	699	81	121	192	28	281	152	0	0	138	416	124	62	172	145	250	0	30	110	1	72	863	17	350	111	13
12	62	46	381	50	145	536	80	87	32	486	110	196	37	0	2	176	148	110	210	309	129	84	0	52	144	0	188	267	119	171	87	13
522	176	136	1	57	212	0	374	192	244	1	223	63	48	0	0	167	77	194	112	22	21	27	0	246	106	1	25	2	130	59	163	9
0	87	216	2	9	255	3	4	69	39	1	125	74	134	0	0	133	0	66	0	1	296	1	0	1	23	3	70	1	13	16	1	0
0	59	86	0	83	160	1	0	64	192	1	359	46	209	38	706	113	1	100	0	1	33	1	451	2	139	112	36	0	20	31	0	2
60	6	215	0	47	29	1	0	164	161	3	171	9	93	293	105	23	1	80	1	243	87	121	70	137	112	403	208	0	40	220	1	10
0	44	44	89	225	86	419	335	147	23	135	145	10	30	240	150	117	103	204	413	0	14	0	132	0	42	36	37	219	140	13	81	7
428	96	41	114	335	236	516	3	61	23	104	46	181	22	1	1	49	0	48	5	279	71	189	0	301	114	1	133	560	76	171	1	12
637	159	192	216	27	142	279	41	69	39	155	162	222	49	253	465	59	99	162	77	234	136	143	113	112	463	224	206	922	93	110	433	15
1	247	47	2	7	231	0	0	41	2	0	274	79	45	0	0	40	2	40	0	1	69	0	0	2	46	0	59	0	27	46	0	0
0	148	42	182	153	61	326	0	40	37	149	122	156	130	829	245	54	0	166	0	1	103	0	854	2	37	189	90	80	67	144	1	6
6	107	18	149	4	100	222	0	19	27	253	44	99	80	257	279	26	1	12	0	0	32	0	582	4	59	159	86	165	94	113	0	6
193	114	128	73	48	69	239	0	250	55	320	18	39	94	67	15	69	2	34	1	194	30	180	470	202	101	24	6	402	35	185	1	14
0	48	75	3	15	56	1	535	18	109	3	147	90	364	539	345	125	14	75	70	0	47	2	72	1	70	249	14	1	151	70	117	3
97	26	365	1	213	272	0	2	286	45	0	48	168	130	49	119	49	0	21	0	262	60	351	381	200	83	76	109	0	62	117	2	10
0	83	68	288	9	281	125	2	40	247	317	72	123	168	7	0	28	2	189	0	1	114	3	0	0	73	0	27	142	188	279	0	4
15	65	254	0	90	20	1	1	49	247	0	94	56	228	223	81	192	1	58	0	274	116	232	39	28	210	28	16	0	199	121	0	10
2	42	14	34	135	20	367	218	106	80	70	260	82	333	0	1	92	78	56	176	0	71	0	0	0	156	0	129	98	150	138	257	5
101	53	72	83	112	38	112	144	87	82	243	177	248	132	258	178	51	190	119	104	50	32	246	282	58	49	327	75	152	40	64	136	15
164	371	154	26	272	51	97	1	155	151	203	23	124	190	1	2	46	0	47	1	241	204	126	1	129	162	0	67	581	155	64	2	12
121	79	109	1	189	120	1	0	74	131	2	88	42	129	0	2	59	0	20	3	47	34	211	1	170	122	1	60	1	78	38	2	8
2	49	143	2	32	287	0	1	49	53	0	122	301	6	1	0	264	0	138	2	1	77	3	0	0	141	0	85	0	251	9	1	0
249	140	20	59	57	53	101	0	86	93	129	43	23	167	65	14	15	1	23	3	95	58	103	64	52	96	60	14	139	81	203	1	14
0	195	31	1	88	188	0	1	70	106	2	132	217	122	0	2	51	0	48	0	1	97	3	1	1	100	1	71	0	128	191	0	0
24	141	54	0	173	105	0	64	53	12	1	16	109	49	4	1	45	92	7	84	108	24	196	0	105	62	1	57	0	25	137	69	9
197	183	133	188	102	21	456	227	166	60	292	255	72	44	190	250	130	68	169	18	263	39	239	13	223	132	40	58	48	55	40	382	15
2	316	76	3	61	271	0	123	68	305	0	43	159	192	219	752	175	287	105	37	1	24	2	358	1	84	52	86	0	65	112	18	3
154	72	244	1	31	35	0	188	135	30	1	258	110	4	0	1	23	142	127	159	607	78	370	0	116	193	5	30	0	138	75	14	9
0	23	63	106	210	143	171	114	89	31	86	227	79	57	338	72	178	457	132	225	2	37	0	677	3	187	470	25	130	29	90	221	7
0	37	160	0	12	18	1	74	199	76	0	105	80	48	90	79	142	53	9	366	2	162	0	258	1	182	327	80	0	181	83	187	3
0	94	59	0	67	44	0	78	12	66	1	227	37	96	2	0	103	93	107	300	1	43	0	1	1	14	1	137	1	58	155	41	1
208	63	30	1	64	120	2	0	104	103	1	87	37	65	1	1	9	0	237	1	60	62	48	1	96	84	1	32	1	130	34	1	8
114	17	16	2	127	78	0	342	111	151	0	87	32	100	1	0	4	3	136	214	39	89	279	2	433	63	0	86	0	87	48	171	9
0	20	153	0	120	187	2	0	55	18	0	153	301	217	101	60	141	0	93	0	2	89	0	88	1	29	219	179	2	193	54	0	2
0	22	89	4	167	58	1	57	27	18	2	82	35	22	2	0	172	117	59	302	2	9	1	0	0	112	1	8	0	78	87	119	1
1	61	164	519	298	16	80	81	166	319	83	112	122	97	0	3	145	212	53	261	0	147	0	0	2	92	0	70	239	105	90	403	5
1	84	54	2	141	93	1	70	26	76	3	22	90	27	137	49	155	68	99	321	2	209	2	65	0	42	188	215	2	89	136	222	3
0	30	10	90	24	252	360	0	54	100	112	214	333	9	714	73	18	0	90	1	0	124	0	81	0	142	70	331	322	127	38	0	6
145	132	261	0	14	84	0	53	91	163	2	34	13	72	331	240	16	91	191	204	369	170	321	221	81	281	155	89	0	217	116	312	11
2	211	50	0	4	220	1	4	117	30	0	95	3	6	1	2	75	0	49	0	0	78	0	0	0	127	2	6	0	111	153	1	0
86	40	140	0	118	64	0	53	49	84	1	28	62	18	0	0	133	96	48	221	265	63	59	0	59	81	0	79	0	332	125	68	9
2	96	13	2	89	219	0	293	238	302	1	29	14	112	0	0	278	79	95	295	0	4	1	0	0	55	1	120	0	96	112	174	1
189	52	334	2	51	38	3	0	21	79	1	31	60	86	744	331	127	2	79	0	101	147	132	703	346	70	140	182	3	213	35	0	10
0	105	51	150	37	58	708	209	78	41	162	252	63	48	368	178	26	329	48	391	2	194	1	255	2	31	202	164	138	98	182	526	7
186	103	91	174	87	30	68	198	150	6	202	135	86	203	69	408	16	87	15	239	163	9	351	181	189	79	556	28	238	129	121	140	15
76	60	40	0	184	62	1	53	120	99	0	83	48	212	5	1	143	36	150	111	386	69	97	0	36	34	0	203	3	38	71	277	9
197	47	3	2	25	421	2	0	145	256	1	150	87	543	1	3	158	1	17	0	261	39	196	0	162	335	0	146	0	89	106	2	8
0	135	22	73	97	186	31	184	144	16	139	55	145	116	2	0	79	132	85	439	1	122	1	1	0	149	1	47	12	204	63	128	5
0	290	311	1	93	92	0	20	73	116	0	126	78	179	115	603	129	167	47	447	1	107	4	200	1	157	335	180	0	185	76	195	3
284	94	104	0	105	160	2	107	181	119	5	167	109	83	193	464	184	28	58	68	322	193	477	229	25	98	242	53	1	78	220	126	11
288	496	169	0	34	105	4	0	30	34	2	40	52	40	0	0	27	0	8	1	36	146	47	0	221	18	0	36	0	31	14	1	8
0	57	162	1	83	88	1	298	164	62	3	136	33	261	0	1	92	41	80	224	2	59	3	2	2	117	3	11	0	58	118	378	1
268	59	55	1	132	76	2	2	100	53	4	99	73	125	267	108	294	0	117	3	119	73	107	20	277	124	308	23	1	90	178	2	10
238	122	165	3	20	80	1	1	276	38	0	44	60	45	2	5	65	2	3	0	332	119	161	0	137	243	2	115	0	186	121	2	8
122	174	40	0	113	53	0	92	62	125	0	20	48	64	1	0	38	546	50	124	173	176	91	1	386	8	0	269	1	78	35	59	9
0	81	46	0	25	14	3	405	25	119	0	58	195	143	1	0	172	332	57	18	0	302	3	0	1	123	1	40	0	163	118	51	1
35	48	161	555	76	43	244	134	236	215	200	89	47	113	1	1	25	149	41	124	440	60	444	0	67	85	1	102	129	11	15	136	13
15	73	73	0	218	75	1	145	196	77	1	69	121	199	0	0	41	450	14	112	44	11	116	0	16	15	0	152	1	126	57	121	9
307	88	119	1	36	136	0	3	14	3	0	17	251	92	30	661	212	1	259	0	38	215	348	248	454	63	22	215	2	134	270	0	10
217	106	8	144	29	270	66	498	244	24	186	5	60	380	1	1	163	217	32	73	3	164	546	1	12	93	5	40	94	13	159	125	13
40	201	73	1	140	47	2	0	134	43	1	150	124	151	1	1	189	1	199	0	51	234	267	4	475	91	0	226	1	131	238	0	8
0	112	148	5	48	35	1	95	40	42	4	83	71	38	1	0	90	19	63	151	0	50	0	6	1	46	2	247	0	55	217	186	1
2	75	113	2	51	19	0	0	170	109	1	142	52	79	353	103	29	2	123	4	1	34	0	67	1	132	527	70	4	64	75	3	2
150	49	140	137	49	128	85	344	173	232	252	181	103	26	268	85	299	137	134	166	23	78	349	67	54	167	314	164	87	226	28	111	15
4	137	263	2	28	5	2	110	65	88	0	74	162	118	0	2	31	43	78	115	0	236	3	0	0	361	0	160	0	64	32	87	1
141	5	40	249	161	49	14	1	40	193	55	302	104	86	0	3	63	0	47	1	72	144	231	1	541	80	0	59	298	58	88	2	12
147	112	66	228	136	242	130	0	52	49	173	172	115	46	1	2	22	1	37	1	81	49	20	1	205	38	1	190	422	18	41	0	12
1	68	136	181	94	93	273	327	79	46	195	78	103	42	95	207	314	168	14	69	1	93	0	327	0	180	306	43	265	114	164	528	7
3	79	118	1	35	187	0	0	121	53	2	57	56	28	0	0	35	0	39	2	1	77	0	0	1	131	1	24	0	5	33	1	0
0	60	36	1	117	29	3	153	116	145	0	106	100	54	70	170	150	227	8	50	0	138	4	625	1	110	226	149	0	44	31	104	3
0	114	180	0	196	119	0	95	26	131	2	43	248	243	82	65	228	640	208	84	1	17	1	240	1	24	161	64	1	73	109	341	3
16	136	1	2	60	65	5	1	73	51	0	116	101	30	143	51	51	3	16	3	86	21	175	280	209	24	202	299	1	195	57	1	10
4	26	44	0	71	254	0	70	31	86	2	22	78	131	1	1	60	131	9	55	0	38	1	1	0	47	2	90	0	127	70	292	1
3	106	374	15	154	21	57	0	198	83	106	42	37	51	369	28	33	1	167	2	226	61	42	548	439	136	402	145	153	188	158	2	14
319	73	77	19	50	27	87	186	95	182	239	63	291	502	0	1	53	488	27	226	314	17	193	2	218	131	0	21	120	32	190	87	13
2	66	253	0	114	41	3	1	48	70	0	125	110	132	74	402	123	0	154	2	1	38	0	58	4	275	571	95	0	73	20	0	2
0	112	29	15	25	69	155	0	102	98	25	111	63	90	224	49	225	3	28	0	1	111	2	144	0	110	244	33	428	171	117	0	6
197	87	182	6	115	96	0	3	161	46	1	80	1	198	0	0	348	2	23	0	37	51	129	0	393	527	3	213	2	81	76	2	8
154	57	325	28	10	109	156	33	124	78	126	38	23	392	423	444	33	245	66	74	255	52	372	44	69	19	146	37	216	218	292	300	15
1	175	115	0	55	70	0	3	205	31	1	53	15	140	218	228	273	3	22	0	1	54	1	178	1	189	179	67	0	1	39	0	2
141	79	109	392	61	35	136	329	55	66	101	190	101	86	1	0	65	37	74	498	99	11	146	2	105	67	1	51	120	15	51	126	13
2	79	74	1	18	30	1	208	95	101	0	18	78	248	1	1	100	67	190	321	1	76	3	0	5	60	0	333	2	64	174	119	1
1	32	153	1	150	81	2	507	10	140	1	41	101	143	136	176	50	143	140	270	3	215	0	106	1	213	266	31	2	226	106	50	3
96	108	55	80	234	149	240	193	38	86	423	196	85	94	69	172	130	451	122	657	132	116	67	176	22	211	280	134	90	90	92	48	15
0	70	105	375	49	6	180	236	412	29	613	43	7	192	0	1	84	159	151	180	0	127	2	1	2	10	0	136	96	12	22	111	5
1	6	39	502	79	38	376	95	64	132	212	49	43	30	183	57	95	262	39	217	3	45	3	95	1	46	169	202	196	104	36	62	7
16	210	36	0	47	82	1	0	74	2	1	257	27	58	278	199	60	0	368	0	159	118	187	160	91	332	64	59	2	52	54	0	10
253	168	107	5	122	4	0	2	3	77	4	20	208	108	0	0	35	0	283	1	258	150	342	0	303	177	1	46	1	66	19	3	8
1	122	173	0	75	71	7	0	190	30	1	105	116	186	36	110	186	2	30	0	0	46	1	34	0	98	233	83	1	8	97	0	2
8	136	189	526	35	182	87	139	49	172	576	17	138	53	122	296	29	67	48	211	109	112	96	80	474	33	338	352	264	54	22	145	15
0	9	16	0	158	50	0	0	28	49	0	78	15	63	0	1	91	2	375	0	0	108	0	0	2	62	0	15	1	95	57	0	0
56	83	347	0	26	45	0	2	36	35	0	62	150	176	3	4	88	2	171	2	149	67	222	2	44	196	2	122	0	103	22	1	8
2	190	69	4	113	19	3	1	36	16	0	45	184	33	241	61	15	0	60	2	0	190	0	73	0	30	438	90	0	105	51	0	2
0	16	320	0	131	36	2	0	94	140	0	10	46	43	47	620	13	1	94	3	0	107	0	163	3	45	37	246	2	90	82	1	2
4	29	36	0	96	83	3	0	126	28	0	72	104	51	67	297	84	0	252	5	0	19	2	214	2	48	145	155	0	30	156	2	2
45	98	121	4	41	80	3	1	174	202	2	70	378	82	38	30	213	1	53	1	75	61	217	231	87	66	268	80	0	91	254	5	10
2	54	42	0	60	130	1	96	71	30	3	93	36	12	94	717	14	159	10	242	0	172	2	51	0	195	85	65	1	157	25	73	3
0	110	52	2	61	130	1	719	157	32	1	14	186	39	0	1	166	95	223	142	1	102	2	0	2	107	3	68	0	140	436	41	1
1	21	102	1	3	281	1	1	66	21	0	169	75	21	117	275	55	6	51	0	0	64	3	48	4	121	234	70	0	12	20	1	2
103	21	177	2	141	63	0	0	52	54	0	56	73	83	470	45	64	0	45	0	120	70	100	212	150	83	152	161	0	40	24	0	10
1	103	177	171	154	41	29	68	15	170	56	243	8	107	3	1	100	132	3	114	0	35	1	0	1	36	0	30	207	214	234	221	5
494	20	24	0	84	125	1	299	118	83	0	13	129	152	2	0	106	319	164	301	223	91	396	4	85	127	0	61	0	135	42	365	9
86	98	160	1	122	85	0	1	174	52	6	52	12	211	48	2	321	0	13	1	104	116	613	332	20	40	236	116	0	106	48	0	10
79	52	57	1	140	17	0	69	197	58	0	75	76	92	860	361	70	115	87	536	68	95	245	100	52	118	264	31	0	147	136	11	11
1	93	386	0	75	153	1	0	79	165	1	92	55	104	100	191	129	3	33	1	3	310	0	152	0	38	255	121	0	111	100	0	2
0	58	85	0	9	60	1	49	109	12	4	125	12	105	103	48	103	174	128	55	1	52	0	63	0	134	245	35	0	131	53	31	3
0	69	19	106	69	186	11	138	117	126	17	135	63	93	0	0	92	139	77	70	2	123	1	0	0	205	0	76	371	45	61	197	5
0	99	107	1	105	128	1	263	61	88	1	47	20	31	426	159	79	106	50	243	1	67	0	49	2	78	67	27	2	36	224	7	3
1	163	54	231	18	107	196	0	135	98	122	69	159	51	1	1	290	0	38	0	3	33	0	1	0	491	5	51	341	26	84	0	4
0	28	125	80	147	63	400	426	97	156	334	129	128	211	140	409	58	194	94	69	3	153	0	147	2	238	113	32	178	233	84	614	7
2	41	180	0	55	84	1	46	134	89	4	144	11	170	219	294	42	90	17	216	0	28	0	230	1	39	141	116	3	108	47	54	3
412	60	26	3	18	79	1	0	65	16	1	198	29	218	42	373	69	0	59	2	446	60	36	283	298	186	234	72	1	76	51	1	10
0	142	51	3	65	75	1	0	129	104	1	51	26	20	55	98	48	2	82	1	2	93	0	59	2	85	496	33	2	40	53	2	2
0	85	175	1	115	61	3	4	63	27	1	168	56	108	2	3	190	3	39	0	0	122	0	0	0	82	0	76	3	93	73	2	0
194	183	87	2	90	121	0	4	7	26	1	10	18	177	265	70	25	0	91	1	182	54	460	253	167	173	24	32	0	168	32	0	10
591	155	88	1	114	128	0	146	168	149	2	99	53	49	178	18	26	447	236	309	29	170	171	119	206	124	123	67	2	109	138	163	11
0	243	172	0	9	239	0	786	92	108	0	44	118	59	226	136	31	311	558	215	0	106	0	84	0	92	82	86	0	22	53	142	3
222	60	68	1	109	163	2	2	96	102	0	25	72	64	8	125	7	0	238	1	280	154	96	112	93	102	256	57	1	36	363	1	10
141	4	294	2	35	123	0	3	88	60	4	235	190	232	4	1	187	0	125	0	211	2	268	0	222	23	1	141	1	375	297	0	8
49	19	258	0	19	144	1	2	143	22	0	302	61	243	250	28	107	0	42	1	256	195	726	251	21	26	504	61	0	51	9	1	10
82	101	103	0	195	46	2	0	9	131	0	88	61	68	184	182	52	0	107	3	662	75	188	403	38	127	405	67	0	130	92	0	10
322	34	132	31	169	99	151	0	79	430	87	55	54	167	1	3	122	1	98	1	118	272	365	0	174	73	0	91	378	183	147	0	12
0	166	179	2	123	24	0	3	30	26	0	258	24	109	312	224	43	5	41	0	1	36	0	164	0	217	125	36	1	148	85	0	2
137	87	40	0	40	7	0	1	282	125	5	81	32	166	1	3	52	2	151	0	109	85	50	0	86	66	1	206	0	51	9	1	8
4	67	27	9	108	82	0	396	118	45	0	59	90	98	120	44	128	290	38	81	2	74	0	104	0	198	103	35	1	22	70	324	3
0	81	16	482	78	266	173	1	102	261	240	136	58	54	0	3	33	1	133	2	0	135	0	2	1	108	0	159	408	55	41	0	4
287	75	32	0	110	92	1	0	83	27	0	62	105	146	1	1	42	0	55	3	155	78	113	0	280	28	3	151	0	67	73	0	8
40	335	131	1	244	110	1	1	69	32	2	83	88	127	3	3	356	3	47	3	56	34	236	1	9	332	2	55	0	49	135	0	8
141	63	155	0	94	18	0	1	7	46	2	19	152	185	1	0	214	1	173	0	241	164	517	1	136	60	0	43	0	65	13	0	8
164	105	107	1	12	77	0	3	77	83	0	51	25	114	0	0	117	1	67	0	133	40	107	1	174	448	0	112	1	328	17	0	8
0	143	114	70	72	113	10	1	185	33	382	33	113	46	320	21	80	0	269	0	0	175	1	56	0	43	179	110	316	69	208	0	6
137	84	58	140	160	17	74	0	89	79	233	46	123	131	0	5	48	4	30	0	60	75	61	1	148	45	0	39	115	88	37	3	12
0	192	110	63	55	109	310	52	42	299	331	120	241	38	0	0	186	198	273	163	3	153	3	2	0	172	2	74	48	25	47	157	5
596	42	73	41	53	46	624	4	172	115	153	265	25	10	387	124	312	1	134	2	133	64	431	99	284	167	539	87	137	133	50	0	14
52	52	69	2	23	50	1	0	261	43	0	20	2	188	500	126	126	1	76	1	137	273	275	220	339	98	143	126	0	10	31	2	10
3	189	21	1	40	129	0	0	66	102	0	51	37	31	2	1	228	3	102	0	3	58	0	1	3	102	0	14	1	119	83	1	0
2	109	64	61	70	91	70	31	91	20	82	50	94	142	345	247	78	326	99	321	0	80	0	74	0	86	30	13	44	154	57	195	7
0	162	301	2	10	44	1	0	24	122	0	55	14	127	3	1	175	0	201	1	3	142	1	0	0	17	0	113	0	89	41	0	0
0	140	126	160	8	44	342	1	94	148	333	101	72	95	1	0	169	0	51	0	0	58	0	0	1	153	0	94	35	99	101	1	4
5	55	140	138	312	123	13	248	46	214	623	105	127	230	0	0	72	168	13	52	101	15	234	1	190	187	1	168	244	113	82	120	13
15	56	58	255	314	15	352	1	59	27	282	70	181	113	31	99	63	0	13	0	29	410	49	32	37	298	331	40	758	45	153	0	14
518	103	52	199	48	186	41	2	151	116	298	34	27	11	190	31	109	1	88	2	93	93	194	220	233	126	377	81	76	57	30	1	14
89	76	121	191	71	203	597	140	38	136	92	70	11	63	157	71	40	60	88	201	70	79	129	194	515	189	218	67	35	150	69	75	15
510	131	117	222	98	186	286	240	225	39	408	102	9	22	27	73	37	393	60	157	44	6	22	132	146	18	380	143	123	73	40	75	15
199	112	118	465	13	13	25	171	177	85	148	45	111	36	99	228	202	177	80	184	134	53	157	365	229	118	333	78	248	112	88	292	15
3	117	118	20	31	12	130	68	55	43	590	66	31	68	41	71	78	255	111	62	2	64	0	266	0	41	142	93	523	9	83	152	7
0	152	116	187	127	223	54	2	161	90	179	272	113	46	117	154	43	0	52	0	0	144	2	39	1	168	107	108	210	101	137	0	6
119	239	247	4	185	48	5	3	54	133	0	46	49	164	1	0	29	1	43	2	94	76	237	2	224	35	2	57	1	82	34	1	8
0	15	33	165	163	141	67	0	102	68	66	58	265	128	1	1	34	1	22	0	4	121	1	0	0	23	1	41	79	138	201	2	4
2	89	42	936	177	16	66	0	102	277	217	150	46	18	1	5	125	6	75	0	1	19	3	1	2	68	4	178	107	24	54	0	4
0	48	71	362	49	42	54	115	99	83	273	274	184	95	0	2	293	104	9	153	1	35	0	0	0	253	1	16	324	74	107	135	5
2	27	33	218	134	151	82	689	428	57	159	7	82	226	0	8	92	206	68	190	0	95	1	0	1	27	4	118	100	72	38	246	5
97	42	80	155	97	133	226	334	24	160	420	55	246	62	588	181	95	294	67	13	269	68	115	213	239	167	461	88	807	80	71	214	15
0	119	93	0	24	108	0	1	114	57	0	10	124	18	0	0	42	0	92	1	1	158	2	2	1	17	0	107	1	106	74	2	0
35	124	170	1	72	57	1	1	69	42	0	147	238	22	1	6	69	0	378	0	11	81	364	0	159	176	1	88	1	119	177	0	8
0	293	36	57	117	150	28	16	32	113	34	26	61	9	4	4	81	42	158	48	0	43	2	1	0	88	4	47	113	139	116	267	5
3	54	46	149	30	9	319	101	167	15	189	49	331	120	149	31	114	185	39	229	1	73	3	109	0	166	469	71	79	29	35	295	7
2	8	7	502	63	212	248	297	99	160	65	112	83	91	0	1	60	81	72	15	0	30	1	2	1	78	3	68	230	105	89	8	5
0	254	176	2	67	69	1	0	38	78	1	43	46	128	3	1	216	2	147	3	0	42	1	0	1	49	0	42	0	47	176	0	0
2	6	179	151	23	73	159	200	163	43	255	163	71	61	272	98	338	197	189	145	2	92	0	36	0	174	146	124	187	106	154	157	7
0	231	72	140	16	14	86	117	194	182	134	72	121	140	5	0	132	262	233	69	0	69	0	1	0	134	2	249	277	521	83	183	5
2	154	87	2	147	124	3	1	45	165	0	34	1	39	76	19	40	0	16	0	1	170	0	308	0	56	122	10	4	98	46	0	2
0	80	129	1	129	158	0	126	53	29	0	96	84	28	395	31	88	487	162	95	1	2	3	329	0	97	230	110	3	255	93	329	3
77	39	81	1	118	50	0	254	243	163	2	148	255	76	353	80	247	116	113	559	237	208	33	145	159	321	131	242	1	53	29	79	11
1	66	316	0	198	97	0	65	218	21	0	32	190	45	299	193	49	291	191	94	0	142	0	233	1	76	272	36	0	78	101	161	3
28	13	14	94	50	140	67	1	31	100	136	9	104	210	1	1	30	1	237	3	387	156	350	1	276	17	3	27	10	224	25	0	12
164	71	9	1	104	87	0	3	133	55	2	11	6	165	1	0	258	0	47	0	12	40	64	0	154	153	5	59	1	148	52	0	8
258	45	160	619	45	134	85	109	127	210	119	67	71	135	69	51	331	95	53	221	107	24	530	65	136	11	7	156	221	39	37	88	15
0	46	154	2	109	68	2	0	119	52	0	120	244	27	231	42	17	1	107	1	1	62	0	533	1	117	122	25	1	32	158	0	2
0	321	163	107	13	70	261	378	80	25	205	68	45	142	0	1	269	97	57	185	0	64	3	4	1	10	0	116	325	251	182	58	5
29	163	175	0	45	82	0	411	47	182	2	262	130	272	0	0	31	92	98	369	186	74	58	7	174	16	2	25	2	84	39	41	9
226	54	152	1	14	49	1	167	18	1	0	82	147	182	3	4	166	119	101	406	87	97	270	0	132	73	1	87	9	169	15	91	9
469	61	85	2	12	126	0	0	79	170	0	133	93	67	75	231	61	0	35	1	177	43	201	90	88	120	113	119	0	198	38	0	10
63	135	100	0	82	57	3	244	196	19	1	120	33	20	4	0	54	36	114	164	59	50	329	1	81	71	0	60	3	89	52	329	9
2	298	80	0	30	57	0	1	107	391	0	153	100	48	293	279	138	0	156	1	0	75	1	320	0	49	239	76	1	42	88	0	2
1	120	34	0	66	136	3	261	111	50	1	55	119	10	1	0	18	82	7	117	0	68	2	1	0	51	2	237	0	46	97	459	1
137	46	123	0	49	198	1	0	143	67	2	109	70	62	176	324	125	1	84	1	113	146	287	200	492	98	2	46	0	25	48	1	10
0	231	125	260	29	96	212	1068	97	71	162	61	215	202	128	56	37	420	78	145	1	305	2	55	0	16	49	122	414	61	91	482	7
1	79	279	244	80	154	208	23	92	180	231	136	119	95	0	0	67	259	203	185	0	116	1	0	1	122	0	18	75	11	26	237	5
448	90	17	3	56	96	1	0	121	132	0	70	94	63	616	115	33	0	325	0	185	39	114	76	91	19	14	7	1	19	28	0	10
15	109	78	556	12	92	167	2	52	70	146	257	35	42	1	0	97	2	167	0	244	120	420	0	247	94	1	241	278	24	136	1	12
7	111	48	296	38	313	186	3	23	242	722	51	55	111	264	30	149	0	239	0	1	63	0	344	0	402	120	64	336	106	19	0	6
1	18	128	0	94	58	1	281	314	43	2	19	60	41	6	100	92	279	212	138	0	41	0	255	1	73	468	210	2	218	48	166	3
3	210	29	0	64	9	2	0	81	15	0	36	108	165	313	408	24	0	410	2	1	77	2	223	1	52	81	87	1	102	126	0	2
244	128	118	2	69	93	0	1	17	63	0	57	161	237	1	3	75	0	37	2	147	59	113	0	537	109	3	68	2	464	50	2	8
212	50	47	0	41	198	1	17	119	79	0	68	188	29	0	1	50	3	26	358	180	235	568	0	186	45	1	48	0	169	49	112	9
1	19	132	0	33	47	1	1	161	302	0	79	123	24	165	449	138	4	55	3	0	211	1	531	1	21	600	59	1	70	204	1	2
318	146	89	371	69	19	598	0	169	183	36	21	176	183	413	234	116	1	205	4	148	31	137	245	534	87	258	92	92	88	49	1	14
294	164	121	0	132	85	1	1	35	84	0	2	79	46	0	1	78	0	147	3	79	32	163	2	332	64	0	155	1	72	4	0	8
3	61	85	0	55	79	0	493	147	209	0	167	33	77	108	597	81	362	26	71	0	234	1	295	2	175	281	69	0	226	129	126	3
0	77	177	0	44	49	1	72	70	60	0	31	111	127	526	115	114	37	84	157	0	22	1	223	1	64	254	134	6	92	22	114	3
75	11	62	310	18	53	101	63	161	320	338	89	81	26	230	57	84	474	52	67	631	83	122	595	188	287	457	150	154	142	48	11	15
63	106	33	2	153	99	0	0	100	100	2	4	93	163	2	1	58	1	94	1	200	173	557	2	167	244	0	106	1	71	62	1	8
160	162	30	2	193	183	0	0	60	73	1	11	167	201	1	0	14	4	176	0	346	22	120	2	860	67	0	69	2	13	40	1	8
1	53	96	300	51	19	36	275	199	128	203	68	11	148	133	165	62	379	76	423	0	150	2	205	0	223	320	93	357	290	102	95	7
1	53	212	0	142	20	0	2	102	119	0	90	131	71	224	91	146	0	71	1	2	13	0	219	1	185	563	44	0	77	229	0	2
2	127	72	1	81	82	2	20	34	66	1	29	49	68	1	1	116	78	34	221	0	152	3	0	1	101	0	50	2	18	29	182	1
306	62	102	3	81	94	0	3	77	54	3	35	73	187	75	247	142	0	2	2	66	98	262	523	159	47	286	102	0	81	81	1	10
64	49	53	0	44	140	0	419	128	89	0	42	124	97	4	1	149	75	103	120	74	98	399	5	33	21	0	15	1	61	139	60	9
3	7	114	0	149	63	0	30	17	42	1	264	98	142	108	367	77	47	67	168	0	139	0	30	1	218	107	94	0	24	172	109	3
45	29	10	0	124	172	0	0	56	23	2	180	42	27	148	98	137	1	99	0	162	4	427	375	110	36	112	69	5	27	127	2	10
55	64	32	181	65	204	32	0	62	75	233	45	62	46	64	576	84	0	208	0	660	5	691	80	229	170	53	44	105	94	42	1	14
273	51	112	1	147	195	1	65	234	236	0	106	36	62	1	2	71	582	60	30	900	48	62	1	280	78	1	139	3	128	13	123	9
479	15	157	11	88	84	97	26	76	45	139	27	52	44	1	0	23	91	14	182	12	178	251	3	321	232	0	58	18	149	133	894	13
